서울,1223221
부산,494664
대구,305141
인천,299529
광주,160620
대전,159199
울산,97922
세종,19985
경기,1260611
강원,256465
충북,229642
충남,331915
전북,353690
전남,384415
경북,468883
경남,450704
제주,82671
